contigID	contigLength	ExtractCompleteContig	PartialExtraction_Start	PartialExtraction_Stop
chrUn_KI270322v1	21476	0		
chrUn_KI270320v1	4416	0		
chrUn_KI270310v1	1201	0		
chrUn_KI270316v1	1444	0		
chrUn_KI270315v1	2276	0		
chrUn_KI270312v1	998	0		
chrUn_KI270311v1	12399	0		
chrUn_KI270317v1	37690	0		
chrUn_KI270412v1	1179	0		
chrUn_KI270411v1	2646	0		
chrUn_KI270414v1	2489	0		
chrUn_KI270419v1	1029	0		
chrUn_KI270418v1	2145	0		
chrUn_KI270420v1	2321	0		
chrUn_KI270424v1	2140	0		
chrUn_KI270417v1	2043	0		
chrUn_KI270422v1	1445	0		
chrUn_KI270423v1	981	0		
chrUn_KI270425v1	1884	0		
chrUn_KI270429v1	1361	0		
chrUn_KI270442v1	392061	0		
chrUn_KI270466v1	1233	0		
chrUn_KI270465v1	1774	0		
chrUn_KI270467v1	3920	0		
chrUn_KI270435v1	92983	0		
chrUn_KI270438v1	112505	0		
chrUn_KI270468v1	4055	0		
chrUn_KI270510v1	2415	0		
chrUn_KI270509v1	2318	0		
chrUn_KI270518v1	2186	0		
chrUn_KI270508v1	1951	0		
chrUn_KI270516v1	1300	0		
chrUn_KI270512v1	22689	0		
chrUn_KI270519v1	138126	0		
chrUn_KI270522v1	5674	0		
chrUn_KI270511v1	8127	0		
chrUn_KI270515v1	6361	0		
chrUn_KI270507v1	5353	0		
chrUn_KI270517v1	3253	0		
chrUn_KI270529v1	1899	0		
chrUn_KI270528v1	2983	0		
chrUn_KI270530v1	2168	0		
chrUn_KI270539v1	993	0		
chrUn_KI270538v1	91309	0		
chrUn_KI270544v1	1202	0		
chrUn_KI270548v1	1599	0		
chrUn_KI270583v1	1400	0		
chrUn_KI270587v1	2969	0		
chrUn_KI270580v1	1553	0		
chrUn_KI270581v1	7046	0		
chrUn_KI270579v1	31033	0		
chrUn_KI270589v1	44474	0		
chrUn_KI270590v1	4685	0		
chrUn_KI270584v1	4513	0		
chrUn_KI270582v1	6504	0		
chrUn_KI270588v1	6158	0		
chrUn_KI270593v1	3041	0		
chrUn_KI270591v1	5796	0		
chrUn_KI270330v1	1652	0		
chrUn_KI270329v1	1040	0		
chrUn_KI270334v1	1368	0		
chrUn_KI270333v1	2699	0		
chrUn_KI270335v1	1048	0		
chrUn_KI270338v1	1428	0		
chrUn_KI270340v1	1428	0		
chrUn_KI270336v1	1026	0		
chrUn_KI270337v1	1121	0		
chrUn_KI270363v1	1803	0		
chrUn_KI270364v1	2855	0		
chrUn_KI270362v1	3530	0		
chrUn_KI270366v1	8320	0		
chrUn_KI270378v1	1048	0		
chrUn_KI270379v1	1045	0		
chrUn_KI270389v1	1298	0		
chrUn_KI270390v1	2387	0		
chrUn_KI270387v1	1537	0		
chrUn_KI270395v1	1143	0		
chrUn_KI270396v1	1880	0		
chrUn_KI270388v1	1216	0		
chrUn_KI270394v1	970	0		
chrUn_KI270386v1	1788	0		
chrUn_KI270391v1	1484	0		
chrUn_KI270383v1	1750	0		
chrUn_KI270393v1	1308	0		
chrUn_KI270384v1	1658	0		
chrUn_KI270392v1	971	0		
chrUn_KI270381v1	1930	0		
chrUn_KI270385v1	990	0		
chrUn_KI270382v1	4215	0		
chrUn_KI270376v1	1136	0		
chrUn_KI270374v1	2656	0		
chrUn_KI270372v1	1650	0		
chrUn_KI270373v1	1451	0		
chrUn_KI270375v1	2378	0		
chrUn_KI270371v1	2805	0		
chrUn_KI270448v1	7992	0		
chrUn_KI270521v1	7642	0		
chrUn_GL000195v1	182896	0		
chrUn_GL000219v1	179198	0		
chrUn_GL000220v1	161802	0		
chrUn_GL000224v1	179693	0		
chrUn_KI270741v1	157432	0		
chrUn_GL000226v1	15008	0		
chrUn_GL000213v1	164239	0		
chrUn_KI270743v1	210658	0		
chrUn_KI270744v1	168472	0		
chrUn_KI270745v1	41891	0		
chrUn_KI270746v1	66486	0		
chrUn_KI270747v1	198735	0		
chrUn_KI270748v1	93321	0		
chrUn_KI270749v1	158759	0		
chrUn_KI270750v1	148850	0		
chrUn_KI270751v1	150742	0		
chrUn_KI270752v1	27745	0		
chrUn_KI270753v1	62944	0		
chrUn_KI270754v1	40191	0		
chrUn_KI270755v1	36723	0		
chrUn_KI270756v1	79590	0		
chrUn_KI270757v1	71251	0		
chrUn_GL000214v1	137718	0		
chrUn_KI270742v1	186739	0		
chrUn_GL000216v2	176608	0		
chrUn_GL000218v1	161147	0		
chrEBV	171823	0		
KN707606.1	2200	0		
KN707607.1	3033	0		
KN707608.1	3112	0		
KN707609.1	1642	0		
KN707610.1	1393	0		
KN707611.1	1103	0		
KN707612.1	1039	0		
KN707613.1	1619	0		
KN707614.1	3122	0		
KN707615.1	1934	0		
KN707616.1	3111	0		
KN707617.1	2545	0		
KN707618.1	2295	0		
KN707619.1	1551	0		
KN707620.1	2046	0		
KN707621.1	1222	0		
KN707622.1	1535	0		
KN707623.1	3784	0		
KN707624.1	1329	0		
KN707625.1	1238	0		
KN707626.1	5623	0		
KN707627.1	5821	0		
KN707628.1	2960	0		
KN707629.1	1848	0		
KN707630.1	2315	0		
KN707631.1	1945	0		
KN707632.1	1424	0		
KN707633.1	1274	0		
KN707634.1	1007	0		
KN707635.1	1414	0		
KN707636.1	1725	0		
KN707637.1	5354	0		
KN707638.1	2189	0		
KN707639.1	1294	0		
KN707640.1	1831	0		
KN707641.1	1647	0		
KN707642.1	2943	0		
KN707643.1	2857	0		
KN707644.1	1030	0		
KN707645.1	1070	0		
KN707646.1	1735	0		
KN707647.1	1982	0		
KN707648.1	1564	0		
KN707649.1	1775	0		
KN707650.1	1540	0		
KN707651.1	2013	0		
KN707652.1	1176	0		
KN707653.1	1890	0		
KN707654.1	3644	0		
KN707655.1	2785	0		
KN707656.1	1017	0		
KN707657.1	1068	0		
KN707658.1	1007	0		
KN707659.1	2605	0		
KN707660.1	8410	0		
KN707661.1	5534	0		
KN707662.1	2173	0		
KN707663.1	1065	0		
KN707664.1	8683	0		
KN707665.1	2670	0		
KN707666.1	2420	0		
KN707667.1	2189	0		
KN707668.1	2093	0		
KN707669.1	1184	0		
KN707670.1	1205	0		
KN707671.1	2786	0		
KN707672.1	2794	0		
KN707673.1	19544	0		
KN707674.1	2848	0		
KN707675.1	10556	0		
KN707676.1	9066	0		
KN707677.1	7267	0		
KN707678.1	2462	0		
KN707679.1	1774	0		
KN707680.1	1297	0		
KN707681.1	4379	0		
KN707682.1	4208	0		
KN707683.1	4068	0		
KN707684.1	2940	0		
KN707685.1	3938	0		
KN707686.1	2072	0		
KN707687.1	1136	0		
KN707688.1	4248	0		
KN707689.1	5823	0		
KN707690.1	3715	0		
KN707691.1	4885	0		
KN707692.1	4813	0		
KN707693.1	2899	0		
KN707694.1	1228	0		
KN707695.1	3119	0		
KN707696.1	3828	0		
KN707697.1	1186	0		
KN707698.1	1908	0		
KN707699.1	2795	0		
KN707700.1	3703	0		
KN707701.1	6722	0		
KN707702.1	6466	0		
KN707703.1	2235	0		
KN707704.1	2871	0		
KN707705.1	4632	0		
KN707706.1	4225	0		
KN707707.1	4339	0		
KN707708.1	2305	0		
KN707709.1	3273	0		
KN707710.1	5701	0		
KN707711.1	4154	0		
KN707712.1	1243	0		
KN707713.1	1308	0		
KN707714.1	2922	0		
KN707715.1	3044	0		
KN707716.1	2888	0		
KN707717.1	1742	0		
KN707718.1	4969	0		
KN707719.1	3270	0		
KN707720.1	6028	0		
KN707721.1	1105	0		
KN707722.1	2884	0		
KN707723.1	1124	0		
KN707724.1	1454	0		
KN707725.1	2565	0		
KN707726.1	2149	0		
KN707727.1	2630	0		
KN707728.1	14625	0		
KN707729.1	7431	0		
KN707730.1	5776	0		
KN707731.1	4820	0		
KN707732.1	1227	0		
KN707733.1	7503	0		
KN707734.1	9652	0		
KN707735.1	1091	0		
KN707736.1	2467	0		
KN707737.1	1270	0		
KN707738.1	4365	0		
KN707739.1	4284	0		
KN707740.1	10282	0		
KN707741.1	5601	0		
KN707742.1	4758	0		
KN707743.1	1624	0		
KN707744.1	4024	0		
KN707745.1	1276	0		
KN707746.1	5083	0		
KN707747.1	2075	0		
KN707748.1	3553	0		
KN707749.1	7010	0		
KN707750.1	4718	0		
KN707751.1	3546	0		
KN707752.1	2873	0		
KN707753.1	2144	0		
KN707754.1	2243	0		
KN707755.1	5343	0		
KN707756.1	4877	0		
KN707757.1	3034	0		
KN707758.1	2826	0		
KN707759.1	1221	0		
KN707760.1	1169	0		
KN707761.1	2319	0		
KN707762.1	3450	0		
KN707763.1	2674	0		
KN707764.1	3912	0		
KN707765.1	6020	0		
KN707766.1	2303	0		
KN707767.1	2552	0		
KN707768.1	3656	0		
KN707769.1	1591	0		
KN707770.1	1209	0		
KN707771.1	3176	0		
KN707772.1	8915	0		
KN707773.1	4902	0		
KN707774.1	3324	0		
KN707775.1	5997	0		
KN707776.1	2618	0		
KN707777.1	10311	0		
KN707778.1	2440	0		
KN707779.1	12444	0		
KN707780.1	5691	0		
KN707781.1	2717	0		
KN707782.1	5277	0		
KN707783.1	4373	0		
KN707784.1	3224	0		
KN707785.1	2631	0		
KN707786.1	5385	0		
KN707787.1	3678	0		
KN707788.1	1412	0		
KN707789.1	1443	0		
KN707790.1	1098	0		
KN707791.1	3240	0		
KN707792.1	1915	0		
KN707793.1	4667	0		
KN707794.1	7219	0		
KN707795.1	3277	0		
KN707796.1	3473	0		
KN707797.1	4243	0		
KN707798.1	17599	0		
KN707799.1	5095	0		
KN707800.1	2237	0		
KN707801.1	2901	0		
KN707802.1	2666	0		
KN707803.1	5336	0		
KN707804.1	4383	0		
KN707805.1	5446	0		
KN707806.1	6252	0		
KN707807.1	4616	0		
KN707808.1	3021	0		
KN707809.1	3667	0		
KN707810.1	4563	0		
KN707811.1	1120	0		
KN707812.1	3845	0		
KN707813.1	2272	0		
KN707814.1	4764	0		
KN707815.1	5410	0		
KN707816.1	7150	0		
KN707817.1	1762	0		
KN707818.1	1207	0		
KN707819.1	1331	0		
KN707820.1	8307	0		
KN707821.1	2276	0		
KN707822.1	2575	0		
KN707823.1	3970	0		
KN707824.1	1352	0		
KN707825.1	3040	0		
KN707826.1	2070	0		
KN707827.1	2913	0		
KN707828.1	2389	0		
KN707829.1	1835	0		
KN707830.1	4807	0		
KN707831.1	2201	0		
KN707832.1	1265	0		
KN707833.1	1961	0		
KN707834.1	1064	0		
KN707835.1	1932	0		
KN707836.1	3213	0		
KN707837.1	1178	0		
KN707838.1	2926	0		
KN707839.1	1038	0		
KN707840.1	3298	0		
KN707841.1	8992	0		
KN707842.1	6698	0		
KN707843.1	4880	0		
KN707844.1	1766	0		
KN707845.1	3532	0		
KN707846.1	2297	0		
KN707847.1	1234	0		
KN707848.1	1205	0		
KN707849.1	2790	0		
KN707850.1	2006	0		
KN707851.1	4593	0		
KN707852.1	1579	0		
KN707853.1	9597	0		
KN707854.1	10451	0		
KN707855.1	3219	0		
KN707856.1	2300	0		
KN707857.1	5985	0		
KN707858.1	2959	0		
KN707859.1	1340	0		
KN707860.1	3148	0		
KN707861.1	2242	0		
KN707862.1	16513	0		
KN707863.1	7821	0		
KN707864.1	2159	0		
KN707865.1	2114	0		
KN707866.1	4109	0		
KN707867.1	1544	0		
KN707868.1	1005	0		
KN707869.1	8632	0		
KN707870.1	1012	0		
KN707871.1	4728	0		
KN707872.1	2165	0		
KN707873.1	7591	0		
KN707874.1	5202	0		
KN707875.1	4241	0		
KN707876.1	4131	0		
KN707877.1	2272	0		
KN707878.1	2085	0		
KN707879.1	4346	0		
KN707880.1	1208	0		
KN707881.1	4543	0		
KN707882.1	2772	0		
KN707883.1	2490	0		
KN707884.1	4568	0		
KN707885.1	1776	0		
KN707886.1	2699	0		
KN707887.1	3534	0		
KN707888.1	2424	0		
KN707889.1	1747	0		
KN707890.1	1088	0		
KN707891.1	1143	0		
KN707892.1	2530	0		
KN707893.1	8049	0		
KN707894.1	1366	0		
KN707895.1	4284	0		
KN707896.1	33125	0		
KN707897.1	2137	0		
KN707898.1	3840	0		
KN707899.1	3087	0		
KN707900.1	2041	0		
KN707901.1	3344	0		
KN707902.1	2921	0		
KN707903.1	6581	0		
KN707904.1	3968	0		
KN707905.1	2339	0		
KN707906.1	1243	0		
KN707907.1	7776	0		
KN707908.1	19837	0		
KN707909.1	1737	0		
KN707910.1	1098	0		
KN707911.1	1893	0		
KN707912.1	1281	0		
KN707913.1	1527	0		
KN707914.1	2055	0		
KN707915.1	2527	0		
KN707916.1	3275	0		
KN707917.1	1265	0		
KN707918.1	2623	0		
KN707919.1	4850	0		
KN707920.1	3584	0		
KN707921.1	2561	0		
KN707922.1	3041	0		
KN707923.1	1409	0		
KN707924.1	4596	0		
KN707925.1	11555	0		
KN707926.1	1266	0		
KN707927.1	1079	0		
KN707928.1	1087	0		
KN707929.1	1226	0		
KN707930.1	1131	0		
KN707931.1	1199	0		
KN707932.1	1084	0		
KN707933.1	2038	0		
KN707934.1	1070	0		
KN707935.1	1312	0		
KN707936.1	4031	0		
KN707937.1	7445	0		
KN707938.1	1770	0		
KN707939.1	5600	0		
KN707940.1	1882	0		
KN707941.1	1170	0		
KN707942.1	1300	0		
KN707943.1	5325	0		
KN707944.1	2043	0		
KN707945.1	1072	0		
KN707946.1	2463	0		
KN707947.1	1010	0		
KN707948.1	1432	0		
KN707949.1	1162	0		
KN707950.1	1095	0		
KN707951.1	1118	0		
KN707952.1	1383	0		
KN707953.1	2289	0		
KN707954.1	1648	0		
KN707955.1	2203	0		
KN707956.1	3270	0		
KN707957.1	11499	0		
KN707958.1	2474	0		
KN707959.1	2294	0		
KN707960.1	1238	0		
KN707961.1	3410	0		
KN707962.1	1523	0		
KN707963.1	62955	0		
KN707964.1	6282	0		
KN707965.1	3836	0		
KN707966.1	6486	0		
KN707967.1	15368	0		
KN707968.1	9572	0		
KN707969.1	6413	0		
KN707970.1	4104	0		
KN707971.1	12943	0		
KN707972.1	4650	0		
KN707973.1	3080	0		
KN707974.1	3134	0		
KN707975.1	6211	0		
KN707976.1	1126	0		
KN707977.1	1101	0		
KN707978.1	1101	0		
KN707979.1	2648	0		
KN707980.1	2973	0		
KN707981.1	2520	0		
KN707982.1	2318	0		
KN707983.1	2606	0		
KN707984.1	2205	0		
KN707985.1	2929	0		
KN707986.1	3869	0		
KN707987.1	1117	0		
KN707988.1	2960	0		
KN707989.1	1009	0		
KN707990.1	4048	0		
KN707991.1	2193	0		
KN707992.1	1830	0		
JTFH01000001.1	25139	0		
JTFH01000002.1	18532	0		
JTFH01000003.1	15240	0		
JTFH01000004.1	13739	0		
JTFH01000005.1	11297	0		
JTFH01000006.1	10074	0		
JTFH01000007.1	9891	0		
JTFH01000008.1	9774	0		
JTFH01000009.1	9727	0		
JTFH01000010.1	9358	0		
JTFH01000011.1	8920	0		
JTFH01000012.1	8479	0		
JTFH01000013.1	8312	0		
JTFH01000014.1	8261	0		
JTFH01000015.1	8131	0		
JTFH01000016.1	8051	0		
JTFH01000017.1	7832	0		
JTFH01000018.1	7710	0		
JTFH01000019.1	7702	0		
JTFH01000020.1	7479	0		
JTFH01000021.1	7368	0		
JTFH01000022.1	7162	0		
JTFH01000023.1	7065	0		
JTFH01000024.1	7019	0		
JTFH01000025.1	6997	0		
JTFH01000026.1	6994	0		
JTFH01000027.1	6979	0		
JTFH01000028.1	6797	0		
JTFH01000029.1	6525	0		
JTFH01000030.1	6246	0		
JTFH01000031.1	5926	0		
JTFH01000032.1	5914	0		
JTFH01000033.1	5898	0		
JTFH01000034.1	5879	0		
JTFH01000035.1	5834	0		
JTFH01000036.1	5743	0		
JTFH01000037.1	5577	0		
JTFH01000038.1	5413	0		
JTFH01000039.1	5250	0		
JTFH01000040.1	5246	0		
JTFH01000041.1	5118	0		
JTFH01000042.1	5058	0		
JTFH01000043.1	4959	0		
JTFH01000044.1	4853	0		
JTFH01000045.1	4828	0		
JTFH01000046.1	4819	0		
JTFH01000047.1	4809	0		
JTFH01000048.1	4710	0		
JTFH01000049.1	4680	0		
JTFH01000050.1	4645	0		
JTFH01000051.1	4514	0		
JTFH01000052.1	4439	0		
JTFH01000053.1	4416	0		
JTFH01000054.1	4409	0		
JTFH01000055.1	4392	0		
JTFH01000056.1	4359	0		
JTFH01000057.1	4319	0		
JTFH01000058.1	4290	0		
JTFH01000059.1	4242	0		
JTFH01000060.1	4228	0		
JTFH01000061.1	4222	0		
JTFH01000062.1	4216	0		
JTFH01000063.1	4210	0		
JTFH01000064.1	4206	0		
JTFH01000065.1	4102	0		
JTFH01000066.1	4101	0		
JTFH01000067.1	4083	0		
JTFH01000068.1	3967	0		
JTFH01000069.1	3955	0		
JTFH01000070.1	3945	0		
JTFH01000071.1	3930	0		
JTFH01000072.1	3929	0		
JTFH01000073.1	3924	0		
JTFH01000074.1	3919	0		
JTFH01000075.1	3908	0		
JTFH01000076.1	3892	0		
JTFH01000077.1	3890	0		
JTFH01000078.1	3859	0		
JTFH01000079.1	3846	0		
JTFH01000080.1	3835	0		
JTFH01000081.1	3830	0		
JTFH01000082.1	3828	0		
JTFH01000083.1	3825	0		
JTFH01000084.1	3821	0		
JTFH01000085.1	3809	0		
JTFH01000086.1	3801	0		
JTFH01000087.1	3799	0		
JTFH01000088.1	3737	0		
JTFH01000089.1	3701	0		
JTFH01000090.1	3698	0		
JTFH01000091.1	3692	0		
JTFH01000092.1	3686	0		
JTFH01000093.1	3677	0		
JTFH01000094.1	3664	0		
JTFH01000095.1	3613	0		
JTFH01000096.1	3611	0		
JTFH01000097.1	3606	0		
JTFH01000098.1	3584	0		
JTFH01000099.1	3581	0		
JTFH01000100.1	3543	0		
JTFH01000101.1	3528	0		
JTFH01000102.1	3527	0		
JTFH01000103.1	3496	0		
JTFH01000104.1	3493	0		
JTFH01000105.1	3484	0		
JTFH01000106.1	3435	0		
JTFH01000107.1	3391	0		
JTFH01000108.1	3374	0		
JTFH01000109.1	3371	0		
JTFH01000110.1	3361	0		
JTFH01000111.1	3351	0		
JTFH01000112.1	3340	0		
JTFH01000113.1	3320	0		
JTFH01000114.1	3282	0		
JTFH01000115.1	3278	0		
JTFH01000116.1	3260	0		
JTFH01000117.1	3258	0		
JTFH01000118.1	3253	0		
JTFH01000119.1	3247	0		
JTFH01000120.1	3230	0		
JTFH01000121.1	3224	0		
JTFH01000122.1	3216	0		
JTFH01000123.1	3212	0		
JTFH01000124.1	3194	0		
JTFH01000125.1	3189	0		
JTFH01000126.1	3177	0		
JTFH01000127.1	3176	0		
JTFH01000128.1	3173	0		
JTFH01000129.1	3170	0		
JTFH01000130.1	3166	0		
JTFH01000131.1	3163	0		
JTFH01000132.1	3143	0		
JTFH01000133.1	3137	0		
JTFH01000134.1	3116	0		
JTFH01000135.1	3106	0		
JTFH01000136.1	3093	0		
JTFH01000137.1	3079	0		
JTFH01000138.1	3053	0		
JTFH01000139.1	3051	0		
JTFH01000140.1	3015	0		
JTFH01000141.1	3012	0		
JTFH01000142.1	3009	0		
JTFH01000143.1	2997	0		
JTFH01000144.1	2997	0		
JTFH01000145.1	2983	0		
JTFH01000146.1	2979	0		
JTFH01000147.1	2967	0		
JTFH01000148.1	2967	0		
JTFH01000149.1	2966	0		
JTFH01000150.1	2954	0		
JTFH01000151.1	2952	0		
JTFH01000152.1	2934	0		
JTFH01000153.1	2918	0		
JTFH01000154.1	2895	0		
JTFH01000155.1	2887	0		
JTFH01000156.1	2879	0		
JTFH01000157.1	2878	0		
JTFH01000158.1	2872	0		
JTFH01000159.1	2868	0		
JTFH01000160.1	2866	0		
JTFH01000161.1	2865	0		
JTFH01000162.1	2864	0		
JTFH01000163.1	2859	0		
JTFH01000164.1	2854	0		
JTFH01000165.1	2830	0		
JTFH01000166.1	2828	0		
JTFH01000167.1	2824	0		
JTFH01000168.1	2819	0		
JTFH01000169.1	2813	0		
JTFH01000170.1	2809	0		
JTFH01000171.1	2802	0		
JTFH01000172.1	2791	0		
JTFH01000173.1	2783	0		
JTFH01000174.1	2778	0		
JTFH01000175.1	2777	0		
JTFH01000176.1	2770	0		
JTFH01000177.1	2769	0		
JTFH01000178.1	2767	0		
JTFH01000179.1	2763	0		
JTFH01000180.1	2745	0		
JTFH01000181.1	2742	0		
JTFH01000182.1	2736	0		
JTFH01000183.1	2729	0		
JTFH01000184.1	2726	0		
JTFH01000185.1	2719	0		
JTFH01000186.1	2715	0		
JTFH01000187.1	2708	0		
JTFH01000188.1	2704	0		
JTFH01000189.1	2692	0		
JTFH01000190.1	2691	0		
JTFH01000191.1	2690	0		
JTFH01000192.1	2687	0		
JTFH01000193.1	2677	0		
JTFH01000194.1	2668	0		
JTFH01000195.1	2668	0		
JTFH01000196.1	2663	0		
JTFH01000197.1	2655	0		
JTFH01000198.1	2644	0		
JTFH01000199.1	2642	0		
JTFH01000200.1	2632	0		
JTFH01000201.1	2632	0		
JTFH01000202.1	2628	0		
JTFH01000203.1	2623	0		
JTFH01000204.1	2622	0		
JTFH01000205.1	2619	0		
JTFH01000206.1	2605	0		
JTFH01000207.1	2603	0		
JTFH01000208.1	2601	0		
JTFH01000209.1	2598	0		
JTFH01000210.1	2597	0		
JTFH01000211.1	2596	0		
JTFH01000212.1	2594	0		
JTFH01000213.1	2586	0		
JTFH01000214.1	2585	0		
JTFH01000215.1	2583	0		
JTFH01000216.1	2578	0		
JTFH01000217.1	2569	0		
JTFH01000218.1	2569	0		
JTFH01000219.1	2551	0		
JTFH01000220.1	2548	0		
JTFH01000221.1	2548	0		
JTFH01000222.1	2546	0		
JTFH01000223.1	2545	0		
JTFH01000224.1	2534	0		
JTFH01000225.1	2533	0		
JTFH01000226.1	2522	0		
JTFH01000227.1	2522	0		
JTFH01000228.1	2515	0		
JTFH01000229.1	2513	0		
JTFH01000230.1	2507	0		
JTFH01000231.1	2504	0		
JTFH01000232.1	2497	0		
JTFH01000233.1	2471	0		
JTFH01000234.1	2465	0		
JTFH01000235.1	2464	0		
JTFH01000236.1	2459	0		
JTFH01000237.1	2457	0		
JTFH01000238.1	2450	0		
JTFH01000239.1	2435	0		
JTFH01000240.1	2434	0		
JTFH01000241.1	2432	0		
JTFH01000242.1	2427	0		
JTFH01000243.1	2421	0		
JTFH01000244.1	2420	0		
JTFH01000245.1	2414	0		
JTFH01000246.1	2404	0		
JTFH01000247.1	2403	0		
JTFH01000248.1	2402	0		
JTFH01000249.1	2397	0		
JTFH01000250.1	2395	0		
JTFH01000251.1	2394	0		
JTFH01000252.1	2388	0		
JTFH01000253.1	2382	0		
JTFH01000254.1	2381	0		
JTFH01000255.1	2380	0		
JTFH01000256.1	2368	0		
JTFH01000257.1	2364	0		
JTFH01000258.1	2363	0		
JTFH01000259.1	2348	0		
JTFH01000260.1	2339	0		
JTFH01000261.1	2335	0		
JTFH01000262.1	2332	0		
JTFH01000263.1	2331	0		
JTFH01000264.1	2330	0		
JTFH01000265.1	2323	0		
JTFH01000266.1	2319	0		
JTFH01000267.1	2314	0		
JTFH01000268.1	2308	0		
JTFH01000269.1	2306	0		
JTFH01000270.1	2296	0		
JTFH01000271.1	2287	0		
JTFH01000272.1	2279	0		
JTFH01000273.1	2276	0		
JTFH01000274.1	2273	0		
JTFH01000275.1	2262	0		
JTFH01000276.1	2254	0		
JTFH01000277.1	2252	0		
JTFH01000278.1	2245	0		
JTFH01000279.1	2239	0		
JTFH01000280.1	2223	0		
JTFH01000281.1	2220	0		
JTFH01000282.1	2218	0		
JTFH01000283.1	2215	0		
JTFH01000284.1	2213	0		
JTFH01000285.1	2203	0		
JTFH01000286.1	2200	0		
JTFH01000287.1	2197	0		
JTFH01000288.1	2194	0		
JTFH01000289.1	2183	0		
JTFH01000290.1	2179	0		
JTFH01000291.1	2177	0		
JTFH01000292.1	2177	0		
JTFH01000293.1	2177	0		
JTFH01000294.1	2168	0		
JTFH01000295.1	2160	0		
JTFH01000296.1	2155	0		
JTFH01000297.1	2144	0		
JTFH01000298.1	2143	0		
JTFH01000299.1	2136	0		
JTFH01000300.1	2134	0		
JTFH01000301.1	2129	0		
JTFH01000302.1	2128	0		
JTFH01000303.1	2125	0		
JTFH01000304.1	2125	0		
JTFH01000305.1	2122	0		
JTFH01000306.1	2111	0		
JTFH01000307.1	2106	0		
JTFH01000308.1	2094	0		
JTFH01000309.1	2093	0		
JTFH01000310.1	2088	0		
JTFH01000311.1	2086	0		
JTFH01000312.1	2086	0		
JTFH01000313.1	2084	0		
JTFH01000314.1	2080	0		
JTFH01000315.1	2079	0		
JTFH01000316.1	2076	0		
JTFH01000317.1	2071	0		
JTFH01000318.1	2066	0		
JTFH01000319.1	2061	0		
JTFH01000320.1	2055	0		
JTFH01000321.1	2053	0		
JTFH01000322.1	2040	0		
JTFH01000323.1	2036	0		
JTFH01000324.1	2035	0		
JTFH01000325.1	2034	0		
JTFH01000326.1	2032	0		
JTFH01000327.1	2029	0		
JTFH01000328.1	2025	0		
JTFH01000329.1	2021	0		
JTFH01000330.1	2018	0		
JTFH01000331.1	2015	0		
JTFH01000332.1	2009	0		
JTFH01000333.1	2007	0		
JTFH01000334.1	2005	0		
JTFH01000335.1	2003	0		
JTFH01000336.1	2001	0		
JTFH01000337.1	2001	0		
JTFH01000338.1	2000	0		
JTFH01000339.1	1996	0		
JTFH01000340.1	1992	0		
JTFH01000341.1	1985	0		
JTFH01000342.1	1981	0		
JTFH01000343.1	1977	0		
JTFH01000344.1	1971	0		
